threshold,final_accuracy,after_layer1_isolated_accuracy,after_layer1_rate,after_layer1_accuracy,after_layer2_isolated_accuracy,after_layer2_rate,after_layer2_accuracy,after_layer3_isolated_accuracy,after_layer3_rate,after_layer3_accuracy,after_layer1_sequential_rate,after_layer1_sequential_accuracy,after_layer2_sequential_rate,after_layer2_sequential_accuracy,after_layer3_sequential_rate,after_layer3_sequential_accuracy,final_rate,overall_accuracy
0.64,97.33312292883068,30.795329020041027,3.6058071642733154,91.46608315098469,53.55057598232602,19.83588448792804,94.39140811455847,85.34795644626794,71.88732838882753,96.92679179014378,3.6058071642733154,91.46608315098469,16.4510020514439,93.90887290167866,52.438062174530536,96.41889858561541,27.505128609752248,94.77670822155594
0.65,97.33312292883068,30.795329020041027,3.5032349692283415,92.11711711711712,53.55057598232602,19.31513334385356,94.64869281045752,85.34795644626794,71.3507969070538,97.04744000884662,3.5032349692283415,92.11711711711712,16.017042764715164,94.1871921182266,52.42228183683131,96.56833232992173,28.057440429225185,94.95029193624744
0.66,97.33312292883068,30.795329020041027,3.4006627741833677,92.34338747099768,53.55057598232602,18.786492030929463,95.08609827803444,85.34795644626794,70.71169323023513,97.19928587368891,3.4006627741833677,92.34338747099768,15.575193309136816,94.73150962512665,52.26447845983904,96.7542270531401,28.759665456840775,95.163326495187
0.67,97.33312292883068,30.795329020041027,3.2823102414391667,93.02884615384616,53.55057598232602,18.320972068802273,95.17657192075797,85.34795644626794,70.12782073536374,97.25472547254725,3.2823102414391667,93.02884615384616,15.2122455420546,94.76141078838174,52.177686602493296,96.85468017541207,29.32775761401294,95.25800852138235
0.68,97.33312292883068,30.795329020041027,3.187628215243806,93.31683168316832,53.55057598232602,17.808111093577402,95.43642002658396,85.34795644626794,69.42559570774814,97.3974315263098,3.187628215243806,93.31683168316832,14.778286255325863,95.03470368392952,51.98832255010257,97.01016846258916,30.04576297932776,95.39214139182579
0.69,97.33312292883068,30.795329020041027,3.085056020198832,93.35038363171356,53.55057598232602,17.24001893640524,95.69794050343249,85.34795644626794,68.76282152438063,97.49856569133678,3.085056020198832,93.35038363171356,14.312766293198674,95.36934950385887,51.83840934195992,97.13850837138509,30.763768344642575,95.52627426226921
0.7,97.33312292883068,30.795329020041027,2.9667034874546316,93.08510638297872,53.55057598232602,16.766608805428437,96.23529411764706,85.34795644626794,67.95802430172006,97.59665621734587,2.9667034874546316,93.08510638297872,13.965598863815686,95.98870056497175,51.46757140602809,97.22520312739537,31.600126242701595,95.66040713271263
0.71,97.33312292883068,30.795329020041027,2.8483509547104306,93.07479224376732,53.55057598232602,16.293198674451634,96.2227602905569,85.34795644626794,67.25579927410446,97.70061004223369,2.8483509547104306,93.07479224376732,13.60265109673347,95.99767981438515,51.230866340539684,97.38179578007085,32.31813160801641,95.73930882120878
0.72,97.33312292883068,30.795329020041027,2.769449266214297,93.16239316239316,53.55057598232602,15.796118036925991,96.35364635364635,85.34795644626794,66.54568407763927,97.75907042921509,2.769449266214297,93.16239316239316,13.176581978854347,96.16766467065868,51.01783178160013,97.43272502319827,33.03613697333123,95.8103203408553
0.73,97.33312292883068,30.795329020041027,2.643206564620483,93.13432835820896,53.55057598232602,15.28325706170112,96.64429530201342,85.34795644626794,65.82767871232444,97.86647488912861,2.643206564620483,93.13432835820896,12.797853874072905,96.42416769420468,50.765346378412495,97.57538078955548,33.793593182894114,95.92078270474988
0.74,97.33312292883068,30.795329020041027,2.5406343695755087,92.85714285714286,53.55057598232602,14.74672557992741,96.84323167469235,85.34795644626794,65.10967334700963,97.92777508482791,2.5406343695755087,92.85714285714286,12.356004418494555,96.6794380587484,50.57598232602178,97.6755070202808,34.527378885908156,95.98390405554679
0.75,97.33312292883068,30.795329020041027,2.4301720056809217,93.18181818181819,53.55057598232602,14.320656462048287,96.91460055096418,85.34795644626794,64.47056967019094,97.95618651327867,2.4301720056809217,93.18181818181819,12.024617326810795,96.78477690288715,50.355057598232605,97.71231588843622,35.19015306927568,96.02335489979485
0.76,97.33312292883068,30.795329020041027,2.3275998106359475,93.55932203389831,53.55057598232602,13.839356162221872,96.97833523375142,85.34795644626794,63.681552785229606,97.99281377772272,2.3275998106359475,93.55932203389831,11.637999053179739,96.88135593220339,50.039450844248066,97.760958688111,35.99495029193625,96.08647625059176
0.77,97.33312292883068,30.795329020041027,2.248698122139814,93.6842105263158,53.55057598232602,13.302824680448161,97.27164887307237,85.34795644626794,62.90042606911788,98.06823883592574,2.248698122139814,93.6842105263158,11.180369259902163,97.24770642201835,49.74751459681237,97.82712133227596,36.82341802114565,96.18115827678713
0.78,97.33312292883068,30.795329020041027,2.16979643364368,94.18181818181819,53.55057598232602,12.971437588764399,97.38442822384428,85.34795644626794,62.12718952185577,98.18389636779274,2.16979643364368,94.18181818181819,10.912103519015307,97.39696312364426,49.30566514123402,97.96767482797247,37.61243490610699,96.27584030298249
0.79,97.33312292883068,30.795329020041027,2.0908947451475464,94.71698113207547,53.55057598232602,12.36389458734417,97.5111678366305,85.34795644626794,61.21192993530062,98.23408094869812,2.0908947451475464,94.71698113207547,10.35979169954237,97.56283320639756,48.98216821839987,98.03479381443299,38.56714533691021,96.36263216032823
0.8,97.33312292883068,30.795329020041027,1.9962127189521857,94.46640316205534,53.55057598232602,11.914154962916207,97.74834437086092,85.34795644626794,60.320340855294305,98.28646173969915,1.9962127189521857,94.46640316205534,10.004734101309769,97.79179810725552,48.53242859397191,98.08161274589497,39.466624585766134,96.40997317342591
0.81,97.33312292883068,30.795329020041027,1.8936405239072116,94.16666666666667,53.55057598232602,11.488085845037084,97.66483516483517,85.34795644626794,59.45242228183683,98.36761778367618,1.8936405239072116,94.16666666666667,9.68123717847562,97.71801140994295,48.090579138393565,98.17883511074652,40.33454315922361,96.44942401767398
